PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35250564,Ontario,519,3,-0.344,5,1.279,2,-0.710,2,-0.362
35250565,Ontario,849,2,-0.650,2,-0.368,3,-0.456,2,-0.609
35250566,Ontario,425,3,-0.454,2,-0.421,2,-0.639,3,-0.051
35250567,Ontario,553,4,0.636,5,0.910,4,0.657,4,0.235
35250568,Ontario,706,5,1.297,3,-0.092,3,-0.293,3,-0.110
35250569,Ontario,421,3,-0.404,5,2.161,4,0.201,3,-0.210
35250570,Ontario,452,2,-0.724,5,1.577,4,0.154,4,0.497
35250571,Ontario,418,5,2.198,5,3.834,1,-0.805,2,-0.437
35250572,Ontario,522,3,-0.120,4,0.209,3,-0.319,3,-0.027
35250573,Ontario,1132,2,-0.784,4,0.139,4,-0.025,2,-0.407
35250574,Ontario,406,1,-0.796,3,-0.276,4,-0.075,4,0.314
35250578,Ontario,736,3,-0.357,1,-0.806,4,0.247,5,0.782
35250579,Ontario,452,2,-0.614,1,-1.004,3,-0.228,2,-0.549
35250580,Ontario,277,4,0.533,3,-0.203,4,0.292,5,0.544
35250581,Ontario,720,3,-0.441,2,-0.649,4,0.061,2,-0.637
35250582,Ontario,669,3,-0.318,3,-0.191,4,0.084,3,-0.004
35250583,Ontario,608,2,-0.640,1,-1.399,4,-0.017,2,-0.561
35250585,Ontario,699,3,-0.343,2,-0.446,4,0.113,3,-0.001
35250586,Ontario,1329,2,-0.565,2,-0.714,4,0.344,2,-0.636
35250587,Ontario,354,1,-0.855,2,-0.592,4,-0.075,2,-0.407
35250588,Ontario,442,1,-0.812,4,0.618,4,0.313,2,-0.576
35250589,Ontario,664,1,-0.906,2,-0.448,4,-0.013,3,-0.110
35250590,Ontario,390,2,-0.599,3,0.038,4,0.009,2,-0.513
35250591,Ontario,733,1,-1.142,2,-0.718,3,-0.219,1,-0.704
35250592,Ontario,541,1,-0.808,2,-0.505,4,0.128,3,-0.311
35250593,Ontario,435,4,-0.041,4,0.480,5,1.203,5,0.996
35250594,Ontario,523,2,-0.564,4,0.390,4,-0.111,4,0.083
35250595,Ontario,538,2,-0.730,4,0.133,4,-0.031,4,0.215
35250596,Ontario,646,2,-0.685,1,-0.800,3,-0.276,3,-0.336
35250597,Ontario,412,3,-0.259,4,0.425,4,0.331,5,0.556
35250598,Ontario,472,3,-0.499,4,0.093,3,-0.519,5,0.845
35250599,Ontario,452,5,1.768,5,2.906,2,-0.623,4,0.219
35250600,Ontario,346,4,0.561,3,-0.307,4,0.015,4,0.178
35250601,Ontario,631,5,2.222,5,3.388,2,-0.593,5,0.810
35250602,Ontario,457,5,1.502,5,3.854,3,-0.236,4,0.318
35250603,Ontario,779,2,-0.529,3,0.044,3,-0.156,4,0.246
35250604,Ontario,427,4,-0.090,5,1.221,2,-0.577,3,-0.257
35250605,Ontario,461,3,-0.283,5,0.790,4,-0.134,5,0.887
35250606,Ontario,514,3,-0.342,5,1.194,4,-0.008,3,-0.196
35250607,Ontario,474,2,-0.605,2,-0.551,3,-0.347,4,0.388
35250608,Ontario,411,4,0.755,3,-0.153,4,0.325,5,1.982
35250609,Ontario,502,3,-0.375,1,-1.049,3,-0.458,3,0.005
35250610,Ontario,556,1,-0.922,3,-0.098,3,-0.417,3,-0.019
35250611,Ontario,475,4,-0.102,5,0.735,5,0.787,5,1.018
35250612,Ontario,601,4,0.295,2,-0.752,3,-0.151,5,0.659
35250613,Ontario,1092,4,0.264,1,-0.774,4,0.505,5,0.661
35250614,Ontario,282,2,-0.738,4,0.594,3,-0.399,2,-0.480
35250615,Ontario,399,1,-0.827,5,1.633,4,-0.115,4,0.325
35250616,Ontario,227,4,-0.097,5,0.652,4,0.201,4,0.515
35250617,Ontario,514,4,0.087,4,0.331,4,0.224,5,0.603
35250618,Ontario,257,3,-0.370,4,0.220,4,0.629,3,-0.178
35250619,Ontario,532,3,-0.301,3,-0.107,4,0.544,4,0.012
35250620,Ontario,405,2,-0.671,1,-0.829,4,0.416,2,-0.528
35250621,Ontario,826,4,0.147,3,-0.220,4,-0.042,4,0.098
35250622,Ontario,427,4,0.130,3,-0.044,3,-0.231,4,0.284
35250623,Ontario,363,3,-0.417,4,0.227,3,-0.340,4,0.182
35250624,Ontario,440,5,1.193,5,1.542,3,-0.481,3,-0.169
35250625,Ontario,455,2,-0.579,5,1.389,4,0.700,5,0.723
35250626,Ontario,547,2,-0.712,5,0.912,4,-0.062,3,-0.084
35250627,Ontario,536,1,-0.828,3,0.056,5,1.123,4,0.501
35250628,Ontario,403,5,1.839,5,3.597,4,0.518,4,0.104
35250629,Ontario,919,4,0.553,5,2.097,4,0.018,3,-0.094
35250630,Ontario,494,2,-0.776,2,-0.474,4,0.190,4,0.115
35250631,Ontario,478,3,-0.464,4,0.395,3,-0.468,3,-0.273
35250632,Ontario,564,5,2.424,4,0.291,4,0.754,5,1.309
35250633,Ontario,244,1,-0.883,3,-0.144,3,-0.182,1,-0.714
35250634,Ontario,694,5,0.779,5,0.694,4,0.292,5,0.662
35250635,Ontario,384,3,-0.337,3,-0.025,4,-0.116,4,0.413
35250636,Ontario,980,2,-0.532,2,-0.380,5,0.805,2,-0.440
35250637,Ontario,1268,4,0.056,4,0.637,4,0.199,3,-0.123
35250638,Ontario,234,4,-0.090,2,-0.548,4,0.530,3,-0.105
35250639,Ontario,699,3,-0.326,2,-0.735,4,0.579,3,-0.206
35250640,Ontario,552,4,0.373,4,0.573,4,0.753,4,0.144
35250641,Ontario,451,1,-1.011,2,-0.658,4,0.117,3,-0.354
35250642,Ontario,593,4,0.103,2,-0.538,5,1.000,3,-0.087
35250643,Ontario,536,2,-0.740,2,-0.538,4,-0.022,4,0.272
35250644,Ontario,307,2,-0.685,2,-0.702,5,0.977,1,-0.890
35250645,Ontario,584,1,-1.033,4,0.254,3,-0.188,2,-0.359
35250646,Ontario,863,3,-0.481,2,-0.647,4,0.169,3,-0.037
35250647,Ontario,858,3,-0.322,1,-1.245,4,0.448,2,-0.549
35250648,Ontario,979,4,-0.105,2,-0.470,4,0.254,4,0.075
35250649,Ontario,743,3,-0.226,2,-0.463,4,0.596,4,0.189
35250650,Ontario,604,3,-0.277,4,0.184,4,0.484,5,0.722
35250651,Ontario,316,2,-0.775,1,-1.329,4,-0.020,1,-0.851
35250652,Ontario,657,1,-1.042,2,-0.554,4,0.031,3,-0.297
35250655,Ontario,1651,2,-0.724,2,-0.736,4,0.366,2,-0.585
35250656,Ontario,582,4,0.047,5,0.650,4,0.652,4,0.504
35250657,Ontario,716,2,-0.700,3,-0.030,4,0.683,2,-0.394
35250658,Ontario,279,1,-1.079,3,-0.260,3,-0.226,1,-0.713
35250659,Ontario,629,3,-0.195,2,-0.642,4,0.143,3,-0.116
35250661,Ontario,1255,1,-0.842,2,-0.363,4,0.157,3,-0.334
35250662,Ontario,1793,1,-0.894,2,-0.590,4,0.162,2,-0.466
35250663,Ontario,670,3,-0.445,2,-0.344,4,0.126,2,-0.370
35250664,Ontario,416,3,-0.458,3,-0.199,2,-0.665,2,-0.646
35250665,Ontario,547,2,-0.613,3,-0.230,4,-0.125,3,-0.095
35250666,Ontario,447,2,-0.789,4,0.522,2,-0.775,4,0.484
35250667,Ontario,183,5,0.784,5,0.987,2,-0.572,5,1.160
35250668,Ontario,354,5,1.747,4,0.496,4,0.251,5,0.802
35250669,Ontario,280,5,1.136,5,1.170,3,-0.218,4,0.256
35250670,Ontario,254,4,0.207,4,0.237,3,-0.154,3,-0.257
35250671,Ontario,278,4,0.553,5,1.220,3,-0.146,2,-0.387
35250672,Ontario,299,5,1.663,5,1.280,4,-0.019,4,0.284
35250675,Ontario,453,5,1.064,4,0.114,4,0.167,3,-0.003
35250676,Ontario,448,4,0.476,3,-0.271,4,0.428,4,0.359
35250677,Ontario,524,2,-0.606,2,-0.567,3,-0.432,2,-0.642
35250678,Ontario,523,1,-1.007,1,-0.815,3,-0.489,1,-1.003
35250679,Ontario,479,5,1.246,4,0.097,4,0.190,3,-0.261
35250680,Ontario,468,5,0.943,4,0.318,4,0.165,4,0.314
35250681,Ontario,862,4,0.294,4,0.212,4,-0.090,3,-0.170
35250692,Ontario,435,4,0.392,3,0.078,3,-0.141,5,2.319
35250693,Ontario,373,5,0.849,4,0.466,4,0.109,5,2.212
35250694,Ontario,344,5,1.193,3,-0.026,4,-0.011,5,1.809
35250695,Ontario,448,5,1.880,4,0.548,5,4.223,5,3.272
35250696,Ontario,379,5,1.090,5,1.615,4,0.224,5,3.177
35250700,Ontario,458,5,0.893,3,-0.001,4,-0.024,5,2.487
35250701,Ontario,487,4,0.051,4,0.383,4,-0.038,5,1.187
35250702,Ontario,609,4,0.265,2,-0.673,4,0.019,5,1.521
35250703,Ontario,416,5,0.976,4,0.233,4,0.220,5,0.597
35250704,Ontario,605,4,0.420,4,0.414,3,-0.155,5,1.823
35250705,Ontario,603,4,0.151,3,-0.221,3,-0.185,5,1.799
35250706,Ontario,452,4,0.224,1,-1.135,3,-0.288,5,0.951
35250707,Ontario,397,4,0.116,2,-0.616,2,-0.655,5,0.759
35250708,Ontario,742,4,0.628,4,0.226,3,-0.175,5,2.134
35250709,Ontario,499,4,0.308,3,-0.094,3,-0.456,5,0.799
35250710,Ontario,468,4,0.493,3,-0.160,4,-0.018,5,1.284
35250711,Ontario,378,4,-0.025,4,0.349,3,-0.246,5,1.085
35250712,Ontario,373,3,-0.294,1,-0.914,2,-0.777,5,1.596
35250713,Ontario,365,4,0.190,4,0.333,3,-0.422,5,1.204
35250714,Ontario,509,4,0.535,2,-0.433,3,-0.498,5,1.150
35250715,Ontario,495,5,0.814,2,-0.532,3,-0.383,5,1.498
35250716,Ontario,493,5,1.655,2,-0.702,2,-0.693,5,1.064
35250717,Ontario,505,5,1.248,3,-0.206,3,-0.477,5,0.611
35250718,Ontario,471,5,1.328,2,-0.327,3,-0.247,5,1.892
35250719,Ontario,401,5,1.376,4,0.129,2,-0.602,5,2.580
35250720,Ontario,556,5,1.206,3,0.014,4,0.054,5,1.025
35250721,Ontario,500,5,1.075,3,-0.099,3,-0.283,5,1.540
35250724,Ontario,474,4,0.704,4,0.243,3,-0.253,5,0.716
35250725,Ontario,402,4,-0.037,2,-0.578,2,-0.602,4,0.280
35250726,Ontario,519,5,1.230,2,-0.632,3,-0.506,5,0.646
35250727,Ontario,280,4,0.586,2,-0.324,2,-0.739,5,1.033
35250728,Ontario,490,4,0.323,2,-0.696,3,-0.332,5,0.912
35250729,Ontario,472,5,1.262,2,-0.502,3,-0.296,4,0.276
35250730,Ontario,649,5,1.871,5,1.694,3,-0.292,5,1.073
35250731,Ontario,673,5,1.893,4,0.372,4,-0.090,5,1.187
35250732,Ontario,351,3,-0.220,2,-0.435,1,-0.920,2,-0.520
35250733,Ontario,698,2,-0.547,2,-0.717,2,-0.691,3,-0.136
35250734,Ontario,604,5,0.776,2,-0.457,3,-0.556,5,1.158
35250735,Ontario,436,3,-0.447,3,-0.282,2,-0.622,3,-0.259
35250736,Ontario,549,3,-0.431,4,0.129,3,-0.246,5,0.904
35250737,Ontario,509,2,-0.563,3,-0.245,1,-0.778,3,-0.069
35250738,Ontario,465,3,-0.149,2,-0.669,1,-0.867,3,-0.205
35250739,Ontario,554,4,0.140,2,-0.496,2,-0.660,3,-0.201
35250740,Ontario,533,3,-0.351,4,0.366,2,-0.571,4,0.393
35250741,Ontario,554,2,-0.740,4,0.257,2,-0.605,3,-0.038
35250742,Ontario,558,4,-0.048,1,-0.889,2,-0.627,5,0.605
35250743,Ontario,480,2,-0.670,2,-0.416,2,-0.718,4,0.123
35250744,Ontario,690,4,0.106,3,-0.054,3,-0.416,4,0.331
35250745,Ontario,425,3,-0.294,5,0.709,3,-0.301,5,0.891
35250746,Ontario,340,4,0.243,3,-0.086,4,0.147,5,1.095
35250747,Ontario,376,4,0.495,2,-0.491,2,-0.735,5,1.334
35250748,Ontario,432,3,-0.214,3,-0.043,3,-0.521,5,1.211
35250749,Ontario,432,4,0.238,4,0.602,3,-0.261,5,0.771
35250750,Ontario,537,4,0.128,2,-0.433,3,-0.375,5,0.840
35250753,Ontario,443,4,0.096,4,0.155,2,-0.566,5,0.885
35250754,Ontario,436,3,-0.158,4,0.126,2,-0.633,5,0.843
35250755,Ontario,437,4,0.204,2,-0.518,3,-0.458,4,0.442
35250756,Ontario,603,2,-0.525,2,-0.528,4,0.062,5,0.927
35250757,Ontario,569,4,0.278,3,-0.205,3,-0.281,5,1.594
35250758,Ontario,394,4,0.069,4,0.365,3,-0.492,5,0.871
35250759,Ontario,452,3,-0.146,3,0.064,3,-0.414,5,1.654
35250760,Ontario,452,4,0.545,4,0.202,4,-0.088,5,1.088
35250761,Ontario,478,4,0.111,5,0.688,2,-0.564,5,0.638
35250762,Ontario,494,5,1.024,4,0.398,3,-0.313,5,1.625
35250763,Ontario,540,4,-0.038,1,-0.776,3,-0.154,5,0.535
35250764,Ontario,440,4,0.099,4,0.103,2,-0.684,5,1.084
35250765,Ontario,535,4,0.107,5,0.728,3,-0.411,5,2.190
35250766,Ontario,475,5,0.776,3,-0.070,3,-0.450,5,1.599
35250767,Ontario,419,4,-0.061,4,0.126,3,-0.339,5,1.889
35250768,Ontario,443,4,0.073,4,0.116,3,-0.167,5,2.254
35250769,Ontario,441,4,0.310,4,0.102,3,-0.357,5,1.396
35250770,Ontario,550,5,2.097,5,0.733,4,0.399,5,2.827
35250771,Ontario,526,4,0.467,4,0.092,3,-0.299,5,1.453
35250772,Ontario,451,4,0.489,3,0.062,3,-0.228,5,1.571
35250773,Ontario,580,4,0.332,3,-0.204,4,-0.116,5,1.446
35250774,Ontario,423,4,0.314,5,0.747,5,0.859,5,1.614
35250775,Ontario,462,5,1.084,5,0.850,3,-0.450,5,2.383
35250776,Ontario,392,4,0.350,5,0.810,2,-0.578,5,1.852
35250777,Ontario,486,4,0.759,2,-0.364,3,-0.405,5,1.569
35250778,Ontario,416,4,0.082,3,-0.025,4,-0.046,5,0.694
35250779,Ontario,353,4,0.238,4,0.427,3,-0.328,5,0.805
35250780,Ontario,425,3,-0.129,3,-0.049,2,-0.619,5,1.237
35250781,Ontario,431,4,0.396,2,-0.613,3,-0.555,5,1.699
35250782,Ontario,431,4,0.171,3,-0.216,2,-0.649,5,0.929
35250783,Ontario,502,4,0.508,2,-0.421,2,-0.582,4,0.428
35250784,Ontario,447,4,0.249,2,-0.503,2,-0.715,5,1.413
35250785,Ontario,564,3,-0.305,3,-0.075,3,-0.531,5,1.134
35250786,Ontario,503,3,-0.117,3,-0.106,3,-0.233,5,0.886
35250787,Ontario,719,4,0.052,2,-0.710,2,-0.640,4,0.220
35250788,Ontario,475,4,0.120,3,-0.224,1,-0.798,2,-0.364
35250789,Ontario,564,3,-0.361,4,0.492,3,-0.404,4,0.010
35250790,Ontario,541,3,-0.343,1,-0.835,2,-0.693,4,0.162
35250791,Ontario,488,3,-0.352,1,-1.170,2,-0.699,3,-0.133
35250792,Ontario,425,4,0.638,2,-0.392,2,-0.643,3,-0.283
35250793,Ontario,453,2,-0.566,4,0.290,2,-0.618,3,-0.006
35250798,Ontario,246,5,1.340,3,-0.125,4,-0.118,5,2.347
35250799,Ontario,442,5,0.977,3,0.083,4,0.340,5,2.520
35250800,Ontario,502,4,0.536,4,0.163,4,0.613,5,1.148
35250801,Ontario,849,5,1.820,5,1.138,4,0.170,3,-0.345
35250802,Ontario,399,4,0.716,2,-0.361,3,-0.481,3,-0.103
35250803,Ontario,413,3,-0.279,3,-0.279,3,-0.423,3,-0.192
35250804,Ontario,2335,3,-0.431,2,-0.612,4,-0.045,1,-0.931
35250805,Ontario,1254,2,-0.550,3,-0.265,4,0.005,3,-0.239
35250806,Ontario,432,2,-0.775,2,-0.547,3,-0.429,3,-0.165
35250807,Ontario,1125,3,-0.316,1,-0.807,3,-0.329,2,-0.673
35250810,Ontario,890,1,-0.825,4,0.564,3,-0.555,2,-0.499
35250812,Ontario,411,1,-0.829,4,0.525,2,-0.686,4,0.043
35250813,Ontario,629,1,-0.875,2,-0.507,1,-0.862,3,-0.344
35250814,Ontario,520,2,-0.756,2,-0.488,3,-0.470,3,-0.153
35250815,Ontario,1588,2,-0.678,4,0.348,3,-0.332,1,-0.731
35250826,Ontario,893,3,-0.362,3,-0.292,2,-0.633,1,-0.704
35250827,Ontario,366,1,-0.959,3,-0.247,2,-0.585,2,-0.401
35250828,Ontario,280,3,-0.108,1,-1.334,1,-0.967,3,-0.168
35250829,Ontario,487,5,0.769,4,0.125,2,-0.688,3,-0.258
35250830,Ontario,494,5,0.822,4,0.301,3,-0.326,3,-0.297
35250831,Ontario,1055,5,1.114,5,3.802,2,-0.667,1,-0.970
35250832,Ontario,304,5,2.388,5,1.297,4,0.314,1,-0.906
35250833,Ontario,323,1,-0.818,2,-0.365,2,-0.559,1,-0.737
35250834,Ontario,461,2,-0.762,2,-0.513,3,-0.500,1,-0.697
35250835,Ontario,418,3,-0.403,4,0.517,2,-0.768,3,-0.171
35250836,Ontario,386,3,-0.282,2,-0.643,2,-0.723,2,-0.524
35250843,Ontario,1171,3,-0.472,3,0.036,4,0.555,3,-0.133
35250845,Ontario,1754,5,2.455,5,1.325,4,0.624,5,1.977
35250846,Ontario,968,5,2.652,5,4.075,4,-0.112,5,1.111
35250847,Ontario,658,5,2.297,3,0.075,5,1.025,5,1.883
35250848,Ontario,933,5,1.063,3,-0.034,4,-0.068,3,-0.254
35250849,Ontario,1245,2,-0.636,2,-0.555,3,-0.270,3,-0.316
35250850,Ontario,1073,5,1.375,3,0.059,4,0.086,4,0.526
35250851,Ontario,2364,5,2.012,5,0.970,5,1.596,5,0.917
35250852,Ontario,1941,5,1.808,3,-0.019,5,1.155,5,0.556
35250853,Ontario,1396,5,1.753,4,0.333,5,3.858,5,2.287
35250854,Ontario,1097,5,2.855,4,0.095,5,2.064,4,0.424
35250855,Ontario,1112,5,2.519,2,-0.742,5,2.476,4,0.319
35250857,Ontario,556,3,-0.235,1,-0.857,4,-0.069,4,0.136
35250859,Ontario,692,4,0.203,5,0.838,4,-0.099,2,-0.600
35250860,Ontario,2116,3,-0.271,2,-0.540,4,0.667,3,-0.074
35250861,Ontario,562,2,-0.793,1,-0.971,4,0.657,2,-0.560
35250862,Ontario,550,1,-0.857,2,-0.465,2,-0.642,1,-0.728
35250863,Ontario,339,2,-0.751,2,-0.636,2,-0.591,3,-0.332
35250864,Ontario,592,3,-0.435,2,-0.708,1,-0.992,2,-0.450
35250865,Ontario,507,2,-0.758,3,-0.098,1,-0.862,3,-0.273
35250866,Ontario,592,1,-0.850,2,-0.466,2,-0.610,4,0.177
35250867,Ontario,553,2,-0.686,1,-1.136,2,-0.707,2,-0.462
35250868,Ontario,372,1,-0.878,3,-0.067,3,-0.337,4,0.104
35250869,Ontario,513,1,-1.067,2,-0.400,1,-0.869,1,-1.106
35250870,Ontario,828,1,-0.851,2,-0.647,2,-0.591,1,-0.973
35250871,Ontario,518,1,-1.120,2,-0.663,1,-0.914,1,-0.761
35250872,Ontario,760,2,-0.663,2,-0.614,2,-0.646,1,-0.826
35250873,Ontario,750,1,-1.106,2,-0.511,2,-0.735,2,-0.645
35250874,Ontario,622,1,-0.870,1,-0.942,2,-0.642,2,-0.650
35250875,Ontario,701,1,-0.866,1,-0.824,2,-0.720,1,-0.699
35250876,Ontario,455,1,-0.841,1,-1.275,2,-0.757,1,-1.030
35250877,Ontario,471,1,-0.832,3,0.049,2,-0.572,3,-0.298
35250878,Ontario,506,2,-0.654,3,-0.112,1,-0.847,1,-0.912
35250879,Ontario,690,4,0.078,2,-0.459,3,-0.455,4,0.113
35250880,Ontario,502,5,1.139,3,-0.104,3,-0.552,3,-0.226
35250881,Ontario,546,5,1.786,4,0.270,1,-0.949,4,0.226
35250882,Ontario,838,3,-0.169,2,-0.639,2,-0.703,1,-1.050
35250883,Ontario,641,3,-0.441,1,-1.612,2,-0.562,2,-0.571
35250884,Ontario,607,2,-0.772,1,-1.663,3,-0.525,1,-1.100
35250885,Ontario,504,1,-1.101,1,-1.483,1,-0.811,1,-1.149
35250886,Ontario,613,1,-0.827,1,-1.638,2,-0.705,1,-1.125
35250887,Ontario,662,2,-0.624,1,-1.066,2,-0.590,1,-1.008
35250888,Ontario,547,1,-0.869,1,-1.228,1,-0.801,1,-0.906
35250889,Ontario,581,2,-0.654,1,-1.502,2,-0.572,1,-1.215
35250890,Ontario,445,1,-0.944,1,-1.867,2,-0.762,1,-1.268
35250891,Ontario,471,1,-1.042,1,-1.536,2,-0.611,1,-1.224
35250892,Ontario,2668,3,-0.281,1,-1.455,2,-0.591,1,-1.066
35250893,Ontario,582,2,-0.692,1,-1.284,1,-0.878,1,-0.790
35250894,Ontario,498,1,-0.953,2,-0.497,2,-0.704,2,-0.595
35250895,Ontario,604,2,-0.763,2,-0.535,1,-0.816,3,-0.206
35250896,Ontario,484,2,-0.673,2,-0.468,2,-0.746,4,0.022
35250897,Ontario,563,1,-1.105,1,-0.824,1,-0.801,2,-0.621
35250898,Ontario,470,2,-0.772,2,-0.652,1,-0.779,3,-0.299
35250899,Ontario,419,2,-0.685,3,-0.239,2,-0.766,1,-0.919
35250900,Ontario,346,1,-1.044,1,-1.636,2,-0.749,4,0.156
35250901,Ontario,502,1,-1.108,3,-0.194,1,-0.844,1,-0.708
35250902,Ontario,542,1,-0.817,1,-1.191,2,-0.734,2,-0.372
35250903,Ontario,731,1,-1.222,3,0.028,1,-0.853,2,-0.639
35250904,Ontario,681,1,-0.984,1,-0.780,2,-0.756,2,-0.594
35250905,Ontario,607,2,-0.578,2,-0.658,1,-0.821,3,-0.221
35250906,Ontario,472,3,-0.389,1,-1.537,1,-0.977,2,-0.386
35250907,Ontario,410,1,-0.857,3,0.010,2,-0.706,3,-0.007
35250908,Ontario,617,2,-0.543,2,-0.497,3,-0.456,4,0.170
35250909,Ontario,1838,2,-0.543,1,-0.857,4,0.483,1,-0.925
35250910,Ontario,1486,1,-0.844,2,-0.750,4,0.389,1,-0.822
35250911,Ontario,717,1,-1.056,1,-1.331,4,-0.106,1,-0.977
35250912,Ontario,662,1,-1.099,2,-0.504,4,-0.061,2,-0.555
35250913,Ontario,716,3,-0.278,4,0.205,4,0.499,2,-0.681
35250914,Ontario,456,3,-0.388,5,1.224,3,-0.141,2,-0.516
35250918,Ontario,1865,2,-0.534,5,6.581,1,-0.886,1,-1.442
35250919,Ontario,700,1,-0.800,2,-0.359,3,-0.520,3,-0.253
35250920,Ontario,1307,3,-0.421,2,-0.641,2,-0.576,1,-0.796
35250921,Ontario,812,2,-0.693,3,-0.225,3,-0.452,4,0.288
35250922,Ontario,741,2,-0.640,3,-0.121,3,-0.467,4,0.336
35250923,Ontario,554,3,-0.250,1,-1.467,3,-0.487,4,0.291
35250924,Ontario,466,3,-0.429,2,-0.503,2,-0.776,5,0.622
35250925,Ontario,554,2,-0.783,3,-0.110,2,-0.693,3,-0.143
35250928,Ontario,460,2,-0.694,3,-0.199,3,-0.537,3,-0.068
35250929,Ontario,683,2,-0.758,1,-0.810,1,-0.873,4,0.140
35250930,Ontario,622,1,-1.106,2,-0.473,2,-0.574,4,0.037
35250931,Ontario,691,1,-0.967,3,-0.317,2,-0.643,3,-0.115
35250932,Ontario,489,2,-0.642,5,2.360,2,-0.653,3,-0.305
35250933,Ontario,431,2,-0.778,2,-0.410,1,-0.802,1,-0.753
35250934,Ontario,422,1,-1.153,2,-0.580,2,-0.744,2,-0.498
35250935,Ontario,931,3,-0.334,5,3.168,2,-0.764,2,-0.644
35250936,Ontario,493,1,-0.857,1,-0.937,1,-0.923,1,-1.018
35250937,Ontario,981,1,-0.854,4,0.264,3,-0.435,1,-0.793
35250938,Ontario,726,2,-0.671,1,-0.770,2,-0.581,3,-0.279
35250939,Ontario,600,1,-1.040,4,0.224,2,-0.690,2,-0.684
35250940,Ontario,470,2,-0.792,4,0.390,2,-0.592,1,-0.831
35250941,Ontario,811,2,-0.676,3,0.061,3,-0.470,3,-0.108
35250942,Ontario,453,3,-0.418,3,-0.097,3,-0.526,3,-0.203
35250943,Ontario,935,1,-0.802,1,-0.832,2,-0.683,1,-1.124
35250944,Ontario,535,1,-0.818,1,-0.943,3,-0.507,1,-0.800
35250945,Ontario,645,2,-0.726,1,-1.834,1,-0.836,1,-0.943
35250946,Ontario,501,3,-0.410,5,1.395,1,-0.829,1,-0.696
35250947,Ontario,663,3,-0.506,2,-0.646,1,-0.846,1,-0.884
35250948,Ontario,1408,3,-0.175,1,-1.052,4,0.267,1,-1.024
35250949,Ontario,478,1,-1.142,2,-0.409,2,-0.616,2,-0.645
35250950,Ontario,444,2,-0.737,1,-1.839,2,-0.625,1,-0.778
35250951,Ontario,550,1,-1.090,1,-1.529,1,-0.793,1,-1.032
35250952,Ontario,2118,3,-0.472,1,-1.638,3,-0.432,1,-1.178
35250953,Ontario,392,5,1.560,4,0.302,4,0.457,5,2.085
35250954,Ontario,506,4,0.564,3,-0.267,5,1.648,5,2.275
35250955,Ontario,501,5,2.101,5,1.256,5,2.787,5,3.349
35250956,Ontario,669,5,3.202,5,4.357,4,0.317,5,1.654
35250957,Ontario,506,5,1.138,3,-0.050,3,-0.216,5,1.781
35250958,Ontario,479,5,1.529,3,-0.070,4,0.076,5,1.610
35250959,Ontario,495,5,1.505,3,-0.258,3,-0.425,5,0.639
35250960,Ontario,402,5,1.607,4,0.522,4,0.179,5,1.644
35250961,Ontario,491,4,0.580,4,0.100,4,0.432,5,1.746
35250962,Ontario,614,5,1.685,3,-0.185,4,0.778,4,0.427
35250963,Ontario,2617,5,2.650,4,0.599,4,0.282,4,0.056
35250964,Ontario,596,4,0.682,4,0.113,3,-0.385,3,-0.005
35250965,Ontario,353,5,0.966,5,0.683,3,-0.357,3,-0.193
35250967,Ontario,501,1,-0.920,4,0.347,3,-0.474,1,-1.017
35250968,Ontario,475,5,1.249,2,-0.333,4,0.251,4,0.252
35250969,Ontario,553,4,0.397,2,-0.446,3,-0.166,4,0.154
35250970,Ontario,475,5,1.994,4,0.313,4,0.749,5,0.576
35250971,Ontario,506,1,-1.138,2,-0.334,3,-0.463,3,-0.020
35250972,Ontario,469,2,-0.687,4,0.267,3,-0.410,3,-0.080
35250973,Ontario,440,3,-0.352,4,0.305,4,-0.085,5,1.033
35250974,Ontario,406,1,-1.035,2,-0.349,3,-0.213,2,-0.466
35250975,Ontario,438,1,-0.964,5,0.722,2,-0.708,3,-0.232
35250976,Ontario,327,1,-0.869,4,0.431,3,-0.219,3,-0.266
35250978,Ontario,2474,2,-0.757,1,-0.953,3,-0.266,1,-0.752
35250980,Ontario,346,2,-0.759,2,-0.525,2,-0.717,3,-0.106
35250981,Ontario,2441,3,-0.450,1,-0.831,4,0.175,2,-0.681
35250982,Ontario,302,4,0.218,5,15.071,1,-1.775,1,-4.399
35250983,Ontario,442,1,-0.880,2,-0.364,3,-0.364,3,-0.051
35250985,Ontario,1116,1,-1.129,1,-1.076,2,-0.583,1,-0.792
35250986,Ontario,1369,1,-0.984,2,-0.358,3,-0.319,1,-0.863
35250987,Ontario,782,3,-0.107,2,-0.377,2,-0.579,4,0.052
35250988,Ontario,1120,3,-0.299,3,-0.165,5,0.947,4,0.246
35250989,Ontario,1160,3,-0.297,2,-0.699,5,1.032,3,-0.032
35250990,Ontario,658,4,0.244,4,0.158,4,0.372,5,0.908
35250991,Ontario,628,3,-0.300,5,0.871,4,-0.088,3,-0.239
35250992,Ontario,498,2,-0.551,1,-0.852,3,-0.420,1,-0.708
35250993,Ontario,182,1,-1.178,5,2.210,4,0.484,5,0.994
